FIRST_SCRAPED_AT_DATE,SCRAPED_AT_DATE,VIN,HEADING,YEAR,MODEL,TRIM,MILES,PRICE,TRANSMISSION,INTERIOR_COLOR,EXTERIOR_COLOR
,2017-07-25,WP0AB2A90HS122302,New 2017 Porsche 911 Carrera S,2017,911,Carrera S,207,119840,Manual,,silver
,2017-07-25,WP0AB2A93DS120831,2013 Porsche 911,2013,911,Carrera S,19592,79470,Manual,,agate grey metallic
,2017-07-25,WP0AB2A98ES121796,2014 Porsche 911,2014,911,Carrera S,18954,83900,Manual,,anthracite brown metallic
,2017-07-25,WP0AB2A99HS122685,2017 Porsche 911 Carrera 4S,2017,911,Carrera,10625,133605,Manual,black,black
,2017-07-25,WP0AB2A99HS122685,2017 Porsche 911 Carrera 4S Coupe,2017,911,Carrera,10625,107500,Manual,black,black
,2017-07-25,WP0AB2A99HS122685,2017 Porsche 911 Carrera 4S Coupe,2017,911,Carrera,10625,106900,Manual,black,black
,2017-07-25,WP0AC2A92FS183807,2015 Porsche 911,2015,911,GT3,10590,152500,Manual,,sapphire blue metallic
,2017-07-25,WP0AF2A94GS193201,2016 Porsche 911 2dr Cpe GT3 RS,2016,911,GT3 RS,713,238995,Manual,,white
2016-08-11,2017-07-25,WP0CA2A93FS141063,2015 Porsche 911 Cabriolet Carrera Convertible,2015,911,Carrera,12952,76994,Manual,black,black
,2017-07-25,WP0CA2A96CS792070,2012 Porsche 911,2012,911,Carrera,26193,63496,Manual,black,black
,2017-07-25,WP0CB2A92GS154353,Pre-owned 2016 Porsche 911 2dr Cabriolet Carrera S,2016,911,Carrera S,17888,109777,Manual,,white
2014-05-05,2017-07-25,WP0CB2A97ES155673,2014 Porsche 911 Carrera 4S Cabriolet,2014,911,Carrera S,19241,87991,Manual,leather interior in black,rhodium silver metallic
,2017-07-25,WP0CD2A90HS178615,2017 Porsche 911,2017,911,Turbo,1173,192900,Manual,,agate gray metallic
,2017-07-25,WP0CD2A98GS178246,2016 Porsche 911,2016,911,Turbo,8069,155900,Manual,,agate gray metallic
,2017-07-26,WP0AA2A90ES106065,2014 Porsche 911 Carrera,2014,911,Carrera,40174,71500,Manual,leather interior in luxor beige,anthracite brown metallic
2016-06-18,2017-07-26,WP0AA2A98HS106917,2017 Porsche 911 Carrera Coupe,2017,911,Carrera,6413,89992,Manual,black,agate
,2017-07-26,WP0AB2A92HS122236,2017 Porsche 911 Carrera 4S Coupe,2017,911,Carrera S,593,125395,Manual,agate grey,racing yellow
2017-04-18,2017-07-26,WP0AB2A93FS125711,2015 Porsche 911 GTS,2015,911,Carrera GTS,5042,109900,Manual,black,rhodium silver metallic
2013-12-28,2017-07-26,WP0AB2A96CS120577,2012 Porsche 911 Carrera Coupe,2012,911,Carrera S,28694,68688,Manual,cognac,
,2017-07-26,WP0AB2A96FS125914,Certified Pre-Owned 2015 Porsche 911 4S With Navigation & AWD,2015,911,Carrera 4S,12212,94500,Manual,platinum grey,sapphire.blue.meta
,2017-07-26,WP0AB2A96JS122276,New 2018 Porsche 911 Carrera S,2018,911,S,19,136710,Manual,black,chalk
,2017-07-26,WP0AB2A97DS122338,2013 Porsche 911 Carrera S,2013,911,Carrera S,11403,84848,Manual,,
,2017-07-26,WP0AB2A9XES121427,2014 Porsche 911 Carrera S,2014,911,Carrera S,30413,77900,Manual,standard interior with leather seats (4-way/18-way,racing yellow
,2017-07-26,WP0AC2A95ES183153,2014 Porsche 911,2014,911,GT3,12734,138491,Manual,black,agate gray metallic
,2017-07-26,WP0AD2A98GS166427,2016 Porsche 911 Turbo S,2016,911,Turbo S,4775,160000,Manual,black,jet black metallic
,2017-07-26,WP0AD2A98GS166427,2016 Porsche 911 Turbo S,2016,911,Turbo S,4403,164970,Manual,black,jet black metallic
,2017-07-26,WP0AF2A93GS192847,2016 Porsche 911 GT3 RS Coupe,2016,911,GT3 RS,883,249995,Manual,black/silver,white
,2017-07-26,WP0AF2A95GS195362,2016 Porsche 911 R Coupe,2016,911,R,86,462500,Manual,leather in custom color,gt silver
,2017-07-26,WP0AF2A97GS192334,2016 Porsche 911 GT3 RS Coupe,2016,911,GT3 RS,1124,229991,Manual,black/lava orange,white
,2017-07-26,WP0BB2A93HS136442,2017 Porsche Targa,2017,911,Targa 4S,2550,126800,Manual,black/bordeaux red,carrara white metallic
,2017-07-26,WP0BB2A99FS135244,2015 Porsche 911 Targa 4S Convertible,2015,911,Targa 4S,4402,129995,Manual,garnet red,carrara white metallic
2017-07-26,2017-07-26,WP0BB2A99JS134149,New 2018 Porsche 911 Targa 4S,2018,911,S,10,151320,Manual,agate gray,agate gray metallic
,2017-07-26,WP0BB2A9XFS135379,2015 Porsche 911 4S Targa,2015,911,Targa 4S,7134,119395,Manual,espresso/cognac,sapphire blue metallic
,2017-07-26,WP0CA2A91HS141548,2017 Porsche 911 Carrera Convertible,2017,911,Carrera,5866,102887,Manual,,night blue
,2017-07-26,WP0CB2A94CS154266,2012 Porsche 911 Carrera S Cabriolet,2012,911,Carrera S,36300,72988,Manual,,
,2017-07-26,WP0CB2A95FS155057,2015 Porsche 911 Carrera Convertible,2015,911,Carrera S,1421,97900,Manual,garnet red,rhodium silver metallic
,2017-07-26,WP0CB2A95HS156065,2017 Porsche 911 Carrera 4S Cabriolet,2017,911,Carrera S,0,146410,Automatic,leather interior in black/bordeaux red,jet black metallic
,2017-07-26,WP0CB2A96DS156098,2013 Porsche 911,2013,911,Carrera S,42930,74000,Manual,,black
,2017-07-26,WP0CB2A99FS155322,2015 Porsche 911,2015,911,Carrera S,5347,112800,Manual,black,white
,2017-07-27,WP0AA2A95FS106094,2015 Porsche 911 Carrera,2015,911,Carrera,15629,79395,Manual,luxor beige,carrara white metallic
,2017-07-27,WP0AA2A95GS106727,2016 Porsche 911 Black Edition,2016,911,Carrera,12836,85893,Manual,black,
,2017-07-27,WP0AA2A96FS106332,2015 Porsche 911 Carrera,2015,911,Carrera,19082,77895,Manual,standard interior in black,agate grey metallic
,2017-07-27,WP0AA2A96HS106950,2017 Porsche 911 Carrera Coupe,2017,911,Carrera,7690,88988,Manual,,black
,2017-07-27,WP0AB2A96FS110281,2015 Porsche 911 4S,2015,911,Carrera S,13101,94591,Manual,black,jet black metallic
2017-07-25,2017-07-27,WP0AC2A92FS183807,2015 Porsche 911 GT3,2015,911,GT3,10590,152500,Manual,standard interior in black with seats in leather/a,sapphire blue metallic
,2017-07-27,WP0AC2A93ES183622,2014 Porsche 911 GT3,2014,911,GT3,3012,149995,Manual,black,white
2017-07-27,2017-07-27,WP0AC2A96FS183826,2015 Porsche 911 GT3,2015,911,GT3,4563,138199,Manual,,agate gray metallic
2015-09-08,2017-07-27,WP0AC2A97ES183221,2014 Porsche 911 GT3 Coupe,2014,911,GT3,7110,132900,Manual,,white
,2017-07-27,WP0AC2A98FS189224,2015 Porsche 911 GT3 2dr Cpe Coupe,2015,911,GT3,25235,136982,Automatic,black,black
,2017-07-27,WP0AC2A98FS189224,2015 Porsche 911 GT3 2dr Cpe,2015,911,GT3,25235,136982,Automatic,black,black
2017-07-27,2017-07-27,WP0AD2A9XES167382,Pre-Owned 2014 Porsche 911 Turbo S WP0AD2A9XES167382 AWD,2014,911,Turbo,17833,131000,Manual,black,white
,2017-07-27,WP0AF2A94GS187169,2016 Porsche 911,2016,911,GT3 RS,411,276900,Manual,,black
,2017-07-27,WP0BB2A99JS134149,2018 Porsche 911 Targa 4S,2018,911,S,0,151320,Manual,leather interior in agate grey,agate grey metallic
,2017-07-27,WP0BB2A9XFS135379,2015 Porsche 911 4S Targa Coupe,2015,911,Targa 4S,7134,119395,Manual,espresso/cognac,sapphire blue metallic
,2017-07-27,WP0BB2A9XFS135379,2015 Porsche 911 4S Targa,2015,911,Targa 4S,7134,119395,Manual,espresso/cognac,sapphire blue metallic
,2017-07-27,WP0CA2A92HS141297,2017 Porsche 911 Carrera Cabriolet,2017,911,Carrera,9623,109900,Manual,standard interior in black,agate grey metallic
,2017-07-27,WP0CB2A92ES155063,2014 Porsche 911 4S,2014,911,Carrera S,9959,93991,Manual,black,rhodium silver metallic
,2017-07-28,WP0AB2A91HS123166,Pre Owned 2017 Porsche 911 Carrera 4S Coupe,2017,911,Carrera S,3342,104994,Automatic,black,agate gray metallic
,2017-07-28,WP0AB2A92FS124310,2015 Porsche 911 Carrera 4S,2015,911,Carrera S,17160,97599,Manual,black,rhodium silver metallic
2014-09-09,2017-07-28,WP0AB2A96ES123191,2014 Porsche 911 Carrera S,2014,911,Carrera S,12233,83698,Manual,standard interior in luxor beige,dark blue metallic
,2017-07-28,WP0AB2A98ES120583,2014 Porsche 911 Carrera 4S Coupe,2014,911,Carrera S,35228,85992,Manual,black,racing yellow
,2017-07-28,WP0AB2A99FS125907,Pre Owned 2015 Porsche 911 2dr Cpe Carrera S,2015,911,Carrera S,14010,79995,Manual,black,jet black metallic
,2017-07-28,WP0AC2A93ES183491,2014 Porsche 911 GT3,2014,911,GT3,6353,132993,Manual,unknown,sapphire blue metallic [blue]
,2017-07-28,WP0AC2A98FS189224,2015 Porsche 911 GT3 2dr Cpe,2015,911,GT3,25235,136982,Automatic,black,black
,2017-07-28,WP0AC2A98FS189224,2015 Porsche 911 GT3 2dr Cpe Coupe,2015,911,GT3,25235,136982,Automatic,black,black
,2017-07-28,WP0AD2A92GS166455,2016 Porsche 911 Turbo S,2016,911,Turbo S,7781,158944,Manual,black,jet black metallic
,2017-07-28,WP0AD2A96DS766083,2013 Porsche 911 Turbo S Coupe,2013,911,Turbo S,27940,107995,Manual,black,black
,2017-07-28,WP0AD2A9XES166667,2014 Porsche 911 Turbo Coupe,2014,911,Turbo,29188,122700,Manual,yachting blue,white
,2017-07-28,WP0AD2A9XES166667,2014 Porsche 911 Turbo,2014,911,Turbo,29188,121995,Manual,yachting blue,white
,2017-07-28,WP0BB2A95ES133151,2014 Porsche 911 Targa 4S,2014,911,Targa 4S,12788,117991,Manual,,
,2017-07-28,WP0CA2A98ES140800,2014 Porsche 911,2014,911,Carrera,21645,73900,Manual,,black
,2017-07-28,WP0CB2A91DS156624,2013 Porsche 911 Carrera 4S Cabriolet Carrera 4S,2013,911,Carrera S,13644,83977,Manual,luxor beige,guards red
,2017-07-28,WP0CB2A91DS156624,2013 Porsche 911 4S,2013,911,Carrera S,13644,83977,Manual,luxor beige,guards red
,2017-07-28,WP0CB2A99ES155514,2014 Porsche 911 Carrera Cabriolet,2014,911,Carrera S,37747,83800,Manual,,silver
,2017-07-28,WP0CD2A97HS178532,2017 Porsche 911 Turbo,2017,911,Turbo,6336,169544,Manual,black,gt silver metallic
,2017-07-29,WP0AA2A91HS107438,2017 Porsche 911,2017,911,Carrera,5452,93588,Manual,,
,2017-07-29,WP0AA2A92FS106392,2015 Porsche 911 Carrera Coupe,2015,911,Carrera,24751,77991,Manual,black,black
2017-07-29,2017-07-29,WP0AA2A96GS106607,2016 Porsche 911 Carrera Coupe,2016,911,Carrera,2201,89991,Manual,black,black
,2017-07-29,WP0AB2A91FS125450,2015 Porsche 911 Carrera 4S Coupe,2015,911,Carrera S,27957,88799,Manual,garnet red,agate gray metallic
,2017-07-29,WP0AB2A92FS124310,2015 Porsche 911 Carrera 4S,2015,911,Carrera S,17160,99600,Manual,black,rhodium silver
,2017-07-29,WP0AB2A95FS124009,Certified 2015 Porsche 911 Carrera 4S,2015,911,Carrera S,30111,96981,Manual,black/luxor beige,jet black metallic
,2017-07-29,WP0AB2A96ES120260,2014 Porsche 911,2014,911,Carrera S,3612,94991,Manual,,rhodium silver metallic
2016-04-22,2017-07-29,WP0AB2A96FS125136,Certified 2015 Porsche 911 Carrera S,2015,911,Carrera S,9037,93900,Manual,natural leather,anthracite brown metallic
2014-02-26,2017-07-29,WP0AB2A97DS121173,Certified 2013 Porsche 911 Carrera 4S,2013,911,Carrera S,16269,86900,Manual,black leather front seats,black
2014-02-26,2017-07-29,WP0AB2A97DS121173,Certified 2013 Porsche 911 Carrera 4S,2013,911,Carrera S,16269,89900,Manual,black leather front seats,black
,2017-07-29,WP0AB2A99FS125292,2015 Porsche 911,2015,911,Carrera S,8708,85900,Manual,,guards red
,2017-07-29,WP0AB2A99HS123965,2017 Porsche 911 Carrera S,2017,911,Carrera S,25,126375,Manual,,black
,2017-07-29,WP0AC2A93ES183491,2014 Porsche 911 GT3,2014,911,GT3,6353,132993,Manual,unknown,sapphire blue metallic [blue]
,2017-07-29,WP0AC2A95ES183363,2014 Porsche 911 GT3,2014,911,GT3,8500,137999,Manual,black,
2017-07-23,2017-07-29,WP0AC2A97FS183219,2015 Porsche 911 GT3,2015,911,GT3,5260,149895,Manual,leather interior in black/alcantara with stitchin,white
,2017-07-29,WP0AC2A99FS183951,"2015 Porsche 911 GT3 in Warrensville Heights, Ohio",2015,911,GT3,4707,149900,Manual,black,white
,2017-07-29,WP0AD2A91ES167125,2014 Porsche 911 Turbo,2014,911,Turbo,9384,126890,Manual,,
,2017-07-29,WP0AD2A92GS166455,2016 Porsche 911 Turbo S,2016,911,Turbo S,7781,158944,Manual,black,jet black metallic
,2017-07-29,WP0AD2A9XES166667,2014 Porsche 911 Turbo,2014,911,Turbo,29188,121995,Manual,yachting blue,white
,2017-07-29,WP0AF2A91GS187064,2016 Porsche 911 GT3 RS 2dr Coupe,2016,911,GT3 RS,4313,249800,Manual,"porsche ceramic composite brakes! 20/21"" gunmetal hre wheels!","porsche ceramic composite brakes! 20/21"" gunmetal hre wheels!"
,2017-07-29,WP0CA2A90CS793151,Used 2012 Porsche 911 Carrera Black Edition,2012,911,Carrera,22488,65000,Manual,black,n/a
,2017-07-29,WP0CA2A95FS141002,2015 Porsche 911 2dr Cabriolet Carrera Convertible,2015,911,Carrera,12613,84982,Manual,beige,white
,2017-07-29,WP0CA2A95HS142153,2017 Porsche 911 Carrera Cabriolet Convertible,2017,911,Carrera,4607,98974,Manual,gray,blue
,2017-07-29,WP0CB2A91DS156624,2013 Porsche 911 Carrera 4S,2013,911,Carrera S,13644,83977,Manual,,
,2017-07-29,WP0CB2A91DS156624,2013 Porsche 911 4S,2013,911,Carrera S,13644,83977,Manual,luxor beige,guards red
,2017-07-29,WP0CB2A94JS147198,New 2018 Porsche 911 Carrera GTS,2018,911,GTS,10,152640,Manual,black/bordeaux red,agate gray metallic
,2017-07-29,WP0CD2A97HS178532,2017 Porsche 911 Turbo,2017,911,Turbo,717,169944,Manual,black,gt silver metallic
,2017-07-29,WP0CD2A9XGS178412,2016 Porsche 911 Turbo,2016,911,Turbo,1899,166992,Manual,black,
,2017-07-30,WP0AA2A93HS107599,2017 Porsche 911 Carrera,2017,911,Carrera,17,104115,Manual,,white
,2017-07-30,WP0AA2A94DS106293,2013 Porsche 911 Carrera Coupe,2013,911,Carrera,28046,67888,Manual,black,silver
,2017-07-30,WP0AA2A95ES107843,2014 Porsche 911 Carrera,2014,911,Carrera,20087,69991,Manual,standard interior in yachting blue,rhodium silver metallic
,2017-07-30,WP0AA2A97GS106714,2016 Porsche 911 Carrera,2016,911,Carrera,4574,88881,Manual,standard interior in black,white
,2017-07-30,WP0AA2A9XHS108149,2017 Porsche 911 Carrera,2017,911,Carrera,15,106645,Manual,,gray
2017-07-29,2017-07-30,WP0AB2A97FS124979,2015 Porsche 911 Carrera GTS Coupe,2015,911,Carrera GTS,7800,115900,Manual,black,rhodium silver metallic
2014-03-15,2017-07-30,WP0AB2A9XCS720843,2012 Porsche 911 Carrera 4 GTS Coupe,2012,911,Carrera 4 GTS,29997,79995,Manual,,
,2017-07-30,WP0AD2A92GS166455,2016 Porsche 911 Turbo S,2016,911,Turbo S,7781,158944,Manual,black,jet black metallic
,2017-07-30,WP0AD2A92GS166455,2016 Porsche 911 Turbo S,2016,911,Turbo S,7781,158944,Manual,,
,2017-07-30,WP0AD2A95ES166429,2014 Porsche 911 Turbo S 2dr Cpe Turbo S,2014,911,Turbo S,21580,126795,Manual,espresso,dark blue metallic
,2017-07-30,WP0CA2A99ES140319,2014 Porsche 911 Carrera 4 Cabriolet,2014,911,Carrera,12215,78991,Manual,platinum gray,guards red
,2017-07-30,WP0CA2A99HS141314,2017 Porsche 911 Carrera,2017,911,Carrera,6583,99611,Manual,black/bordeaux red,silver
,2017-07-30,WP0CA2A99HS141314,2017 Porsche 911 Carrera Roadster,2017,911,Carrera,6583,99611,Manual,,silver
,2017-07-30,WP0CB2A93HS155237,"2017 Porsche 911 Carrera S MSRP: $144,420 Advertised Price: Call For Price",2017,911,Carrera S,1,144420,Manual,,
,2017-07-30,WP0CB2A97DS156000,2013 Porsche 911 Carrera S 2dr Cabriolet Carrera S,2013,911,Carrera S,36527,73995,Manual,leather umber,white
,2017-07-30,WP0CB2A98FS154257,2015 Porsche 911 Carrera S 2dr Cabriolet Carrera S,2015,911,Carrera S,10837,92995,Manual,black/garnet red,rhodium silver metallic
,2017-07-30,WP0CD2A93FS178265,2015 Porsche 911 Turbo Convertible,2015,911,Turbo,132,159777,Manual,black,racing yellow
,2017-07-30,WP0CD2A98GS178280,2016 Porsche 911,2016,911,Turbo S,1835,181998,Manual,black w/full leather seat trim,n/a
2014-04-18,2017-07-31,WP0AB2A91ES122546,2014 Porsche 911 Carrera 4S,2014,911,Carrera S,4070,93900,Manual,standard interior in black,black
,2017-07-31,WP0AD2A95ES166429,2014 Porsche 911 Turbo S,2014,911,Turbo S,21590,126795,Manual,natural leather interior in espresso,dark blue metallic
,2017-07-31,WP0AD2A98FS160397,2015 Porsche 911 Turbo S | Glass Top | Carbon Fiber Interior | BOSE | 14 16,2015,911,Turbo S,27716,133650,Automatic,black,carrara white metallic
,2017-07-31,WP0CA2A98ES140800,2014 Porsche 911 Carrera Cabriolet,2014,911,Carrera,21645,79900,Manual,standard interior in luxor beige,black
,2017-07-31,WP0CA2A99ES140319,2014 Porsche 911 Carrera 4 Cabriolet,2014,911,Carrera,12210,79991,Manual,platinum gray,guards red
,2017-08-01,WP0AA2A90HS106104,2017 Porsche 911 Carrera,2017,911,Carrera,10,112740,Manual,leather interior in luxor beige,white
,2017-08-01,WP0AA2A94HS106106,2017 Porsche 911 Carrera,2017,911,Carrera,10,115865,Manual,leather interior in luxor beige,gt silver metallic
,2017-08-01,WP0AA2A98JS105319,2018 Porsche 911 Carrera,2018,911,T,0,106810,Automatic,standard interior in black,black
,2017-08-01,WP0AB2A90GS122847,2016 Porsche 911 2dr Cpe Carrera S,2016,911,Carrera S,630,99988,Manual,,lava orange
,2017-08-01,WP0AB2A90GS122847,2016 Porsche 911 S Coupe,2016,911,Carrera S,630,99988,Manual,black luxor beige,lava orange
,2017-08-01,WP0AB2A91JS122671,2018 Porsche 911 Carrera S,2018,911,S,0,133110,Automatic,leather interior in black,agate grey metallic
,2017-08-01,WP0AB2A92HS123256,2017 Porsche 911 Carrera S,2017,911,Carrera S,0,137865,Manual,leather interior in black,white
2017-02-10,2017-08-01,WP0AB2A95HS124109,2017 Porsche 911 Carrera 4S,2017,911,Carrera S,0,148335,Manual,leather interior in black,carrara white metallic
2017-02-23,2017-08-01,WP0AB2A95HS124515,2017 Porsche 911 Carrera S,2017,911,Carrera S,0,131170,Manual,leather interior in black,agate grey metallic
,2017-08-01,WP0AB2A96HS124331,2017 Porsche 911 Carrera 4S,2017,911,Carrera S,0,135480,Manual,leather interior in black/luxor beige,black
,2017-08-01,WP0AB2A96HS124619,2017 Porsche 911 Carrera 4S,2017,911,Carrera S,0,130590,Manual,leather interior in saddle brown,gt silver metallic
,2017-08-01,WP0AB2A99CS720803,2012 Porsche 911,2012,911,Carrera S,39973,62998,Manual,black,black
,2017-08-01,WP0AB2A99CS720803,2012 Porsche 911 S Coupe,2012,911,Carrera S,40075,59998,Manual,black,black
,2017-08-01,WP0AC2A94FS183775,Used 2015 Porsche 911 GT3,2015,911,GT3,5689,147500,Manual,black,white
,2017-08-01,WP0BB2A96FS133077,2015 Porsche 911 Targa 4S Coupe,2015,911,Targa 4S,17130,107900,Manual,luxor beige,black
2017-02-25,2017-08-01,WP0CA2A91HS142165,2017 Porsche 911 Carrera Cabriolet,2017,911,Carrera,0,106325,Manual,standard interior in black,black
2017-04-06,2017-08-01,WP0CA2A91HS142604,2017 Porsche 911 Carrera Cabriolet,2017,911,Carrera,0,117085,Manual,standard interior in black,carmine red
,2017-08-01,WP0CA2A92HS142708,2017 Porsche 911 Carrera Cabriolet,2017,911,Carrera,0,114720,Manual,standard interior in agate grey,gt silver metallic
2017-03-30,2017-08-01,WP0CA2A93HS142314,2017 Porsche 911 Carrera Cabriolet,2017,911,Carrera,0,115440,Manual,standard interior in luxor beige,white
2017-02-23,2017-08-01,WP0CA2A97HS142137,2017 Porsche 911 Carrera Cabriolet,2017,911,Carrera,0,118995,Automatic,standard interior in black,black
,2017-08-01,WP0CA2A9XHS142729,2017 Porsche 911 Carrera Cabriolet,2017,911,Carrera,0,117950,Manual,standard interior in black,agate grey metallic
,2017-08-01,WP0CB2A92ES154799,2014 Porsche 911 Carrera 4S Cabriolet,2014,911,Carrera S,14735,90709,Manual,standard interior in luxor beige,agate grey metallic
,2017-08-01,WP0CB2A93CS754924,2012 Porsche 911 4S Cabriolet,2012,911,Carrera S,22156,71800,Manual,sand beige,dark blue metallic
,2017-08-01,WP0CB2A94HS154906,2017 Porsche 911 Carrera S Cabriolet Convertible,2017,911,Carrera S,14191,106984,Manual,black,silver
,2017-08-01,WP0CB2A94HS154906,2017 Porsche 911 Carrera S Cabriolet Convertible,2017,911,Carrera S,14191,115982,Manual,black,silver
,2017-08-01,WP0CB2A94HS154906,2017 Porsche 911 Carrera S Cabriolet,2017,911,Carrera S,14191,115982,Manual,black,silver
,2017-08-01,WP0CB2A97HS154074,2017 Porsche 911 Carrera S Cabriolet,2017,911,Carrera S,10,146785,Manual,leather interior in black/bordeaux red,gt silver metallic
,2017-08-01,WP0CB2A97HS155953,2017 Porsche 911 Carrera S Cabriolet,2017,911,Carrera S,0,133515,Manual,leather interior in black,black
,2017-08-01,WP0CB2A98HS155394,2017 Porsche 911 Carrera S Cabriolet,2017,911,Carrera S,0,133200,Manual,leather interior in black,graphite blue metallic
,2017-08-01,WP0CB2A98HS155752,2017 Porsche 911 Carrera S Cabriolet,2017,911,Carrera S,0,143075,Manual,leather interior in saddle brown,gt silver metallic
,2017-08-01,WP0CB2A9XHS155560,2017 Porsche 911 Carrera 4S Cabriolet,2017,911,Carrera S,0,149625,Manual,leather interior with sport-tex seat centers in bl,gt silver metallic
,2017-08-01,WP0CD2A93FS178492,2015 PORSCHE 911 TURBO CABRIOLET,2015,911,Turbo,17962,129900,Manual,black,silver
,2017-08-01,WP0CD2A97HS178918,2017 Porsche 911 Turbo S,2017,911,Turbo S,222,219900,Manual,black/dark silver w/partial leather seat trim w/sport-tex,agate gray metallic
2017-07-07,2017-08-02,WP0AA2A92DS106924,2013 Porsche 911 Carrera,2013,911,Carrera,11612,63932,Manual,black,platinum silver metallic
,2017-08-02,WP0AA2A97ES106631,2014 Porsche 911 Carrera,2014,911,Carrera,29570,65900,Manual,agate gray,rhodium silver metallic
,2017-08-02,WP0AA2A98GS106155,2016 Porsche 911 Carrera,2016,911,Carrera,10123,89881,Manual,,white
2016-06-18,2017-08-02,WP0AA2A98HS106917,2017 Porsche 911,2017,911,Carrera,6413,89992,Manual,black,agate gray metallic
,2017-08-02,WP0AB2A90GS122847,2016 Porsche 911 S Coupe,2016,911,Carrera S,630,99988,Manual,BLACK LUXOR BEIGE,lava orange
,2017-08-02,WP0AB2A90GS122847,2016 Porsche 911 2dr Cpe Carrera S,2016,911,Carrera S,630,99988,Manual,,lava orange
,2017-08-02,WP0AB2A90GS122847,2016 Porsche 911 S,2016,911,Carrera S,630,99988,Manual,,
,2017-08-02,WP0AB2A90GS122847,2016 Porsche 911 S Coupe,2016,911,Carrera S,630,99988,Manual,black luxor beige,lava orange
,2017-08-02,WP0AB2A90GS122847,2016 Porsche 911 S 2dr Cpe Carrera S,2016,911,Carrera S,630,99988,Manual,,lava orange
,2017-08-02,WP0AB2A90GS122847,2016 Porsche 911 S,2016,911,Carrera S,630,99988,Manual,black luxor beige,lava orange
,2017-08-02,WP0AB2A95DS121768,2013 Porsche 911 2dr Cpe Carrera S,2013,911,Carrera S,13615,81991,Manual,,basalt black metallic
,2017-08-02,WP0AB2A99CS720803,2012 Porsche 911 S Coupe,2012,911,Carrera S,40075,59998,Manual,black,black
,2017-08-02,WP0AB2A99CS720803,2012 Porsche 911 Carrera,2012,911,Carrera S,39973,65998,Manual,black,black
,2017-08-02,WP0AB2A99FS125325,2015 Porsche 911 Carrera S Coupe,2015,911,Carrera S,16868,93000,Manual,black,white
,2017-08-02,WP0AB2A99HS123092,2017 Porsche 911,2017,911,Carrera S,7497,117900,Manual,,gt silver metallic
,2017-08-02,WP0AB2A9XFS124457,2015 Porsche 911 Carrera S Coupe,2015,911,Carrera S,15027,92000,Manual,black,dark blue
2016-01-29,2017-08-02,WP0AB2A9XGS123374,Used 2016 Porsche 911 2dr Cpe Carrera S,2016,911,Carrera GTS,4799,132995,Manual,black,lava orange
,2017-08-02,WP0AB2A9XGS123374,Used 2016 Porsche 911 2dr Cpe Carrera S,2016,911,Carrera GTS,4799,132895,Manual,black,lava orange
,2017-08-02,WP0AC2A92FS184259,2015 Porsche 911 GT3,2015,911,GT3,3576,169997,Manual,black,riviera blue
,2017-08-02,WP0AC2A94FS183601,2015 Porsche 911 GT3,2015,911,GT3,5602,157991,Manual,black,sapphire blue metallic
,2017-08-02,WP0AD2A90FS160166,Pre-Owned 2015 Porsche 911 S With Navigation & AWD,2015,911,Turbo S,7180,149900,Manual,black/garnet red,black/garnet red
2017-08-02,2017-08-02,WP0AD2A91JS156068,2018 Porsche 911 Turbo,2018,911,Turbo,25,185090,Manual,,chalk
,2017-08-02,WP0AD2A92GS166455,2016 Porsche 911 Turbo S,2016,911,Turbo S,7781,158944,Manual,black,jet black metallic
,2017-08-02,WP0AD2A92GS166455,2016 Porsche 911 Turbo S Coupe,2016,911,Turbo S,7781,158944,Manual,black,jet black metallic
,2017-08-02,WP0AD2A92GS166455,2016 Porsche 911 Turbo S,2016,911,Turbo S,7781,158944,Manual,,
2016-12-30,2017-08-02,WP0AD2A95FS160311,2015 Porsche 911 Turbo 2dr Cpe Coupe,2015,911,Turbo,22250,121983,Manual,black,black
,2017-08-02,WP0AD2A95FS160311,2015 Porsche 911 Turbo 2dr Cpe Coupe,2015,911,Turbo,22250,121983,Manual,black,black
,2017-08-02,WP0AD2A95FS160311,2015 Porsche 911 Turbo 2dr Cpe,2015,911,Turbo,22250,121983,Manual,black,black
,2017-08-02,WP0AD2A96GS166555,2016 Porsche 911 Carrera 2d Coupe Turbo AWD,2016,911,Turbo,1002,137988,Automatic,,silver
,2017-08-02,WP0AF2A92GS192094,2016 Porsche 911 GT3 RS,2016,911,GT3 RS,5052,209995,Manual,standard interior in black/gt silver,ultraviolet
,2017-08-02,WP0AF2A93GS192847,2016 Porsche 911 GT3 RS,2016,911,GT3 RS,883,255995,Manual,black/silver,white
,2017-08-02,WP0CB2A91DS156624,2013 Porsche 911 4S,2013,911,Carrera S,13644,83977,Manual,luxor beige,guards red
,2017-08-02,WP0CB2A93GS154605,2016 Porsche 911 Carrera Convertible,2016,911,Carrera S,7477,106995,Manual,,agate grey
,2017-08-02,WP0CB2A93GS154605,2016 Porsche 911 S Convertible,2016,911,Carrera S,7477,106995,Manual,,agate grey
,2017-08-02,WP0CB2A94HS154906,2017 Porsche 911 Carrera S Cabriolet Convertible,2017,911,Carrera S,14191,115982,Manual,black,silver
,2017-08-02,WP0CB2A97DS155140,2013 Porsche 911 2dr Cabriolet Carrera S Convertible,2013,911,Carrera S,15326,84900,Manual,,silver
