FIRST_SCRAPED_AT_DATE,SCRAPED_AT_DATE,VIN,HEADING,YEAR,MODEL,TRIM,MILES,PRICE,TRANSMISSION,INTERIOR_COLOR,EXTERIOR_COLOR
,2016-06-27,WP0CB2A90HS154983,2017 Porsche 911 Carrera S,2017,911,Carrera S,16,144905,Manual,,blue
2016-09-08,2016-09-08,WP0AA2A97HS106276,2017 PORSCHE 911 Carrera,2017,911,Carrera,10,102900,Manual,black,gt silver metallic
,2016-11-22,WP0AB2A92HS123659,2017 Porsche 911 Carrera S,2017,911,Carrera S,10,138755,Manual,,black
2016-01-06,2016-12-11,WP0AD2A98ES166862,2014 Porsche 911 Turbo S,2014,911,Turbo S,17637,147500,Manual,red/black leather,white
,2016-12-14,WP0AB2A96HS122806,2017 Porsche 911 Carrera 4S,2017,911,Carrera S,15,155965,Manual,,yellow
,2016-12-31,WP0AB2A98HS123715,2017 Porsche 911 Car New,2017,911,Carrera S,12,136425,Manual,black,gt silver
2014-07-14,2016-12-31,WP0CB2A95ES155929,2014 Porsche 911 Carrera S Convertible,2014,911,Carrera S,49915,66900,Manual,carrera red,gt silver metallic
,2017-01-03,WP0AA2A98HS107582,2017 PORSCHE 911 Carrera,2017,911,Carrera,5,109595,Manual,,blue
,2017-01-08,WP0AB2A99HS124081,2017 PORSCHE 911 Carrera S,2017,911,Carrera S,5,135255,Manual,,white
,2017-01-11,WP0BB2A91HS136598,2017 Porsche 911 Targa 4S,2017,911,Targa 4S,16,150270,Manual,,blue
,2017-01-13,WP0BB2A93HS136604,2017 Porsche 911 Targa 4S,2017,911,Targa 4S,10,146235,Manual,,white
,2017-01-22,WP0AA2A90HS107477,2017 PORSCHE 911 Carrera,2017,911,Carrera,9,116330,Manual,black/bordeaux red,jet black metallic
2016-10-31,2017-02-05,WP0AB2A96HS122188,2017 Porsche 911 Carrera S 2 Door Coupe,2017,911,Carrera S,12447,129585,Manual,black,white
,2017-02-15,WP0AF2A94GS192579,2016 Porsche 911,2016,911,GT3 RS,576,287900,Manual,black,riviera blue
,2017-02-15,WP0AF2A94GS192579,2016 Porsche 911,2016,911,GT3 RS,576,279900,Manual,black,riviera blue
,2017-02-17,WP0AB2A95HS122344,2017 Porsche 911 Carrera 4S Coupe,2017,911,Carrera S,864,129950,Manual,black,jet black metallic
2017-02-08,2017-02-25,WP0AB2A95HS122344,Used 2017 Porsche 911 Carrera 4S Coupe,2017,911,Carrera S,864,129950,Manual,black,jet black
,2017-03-05,WP0AA2A93HS106193,2017 Porsche 911 Carrera Coupe,2017,911,Carrera,600,95777,Manual,black,rhodium silver metallic
,2017-03-05,WP0AB2A94HS122237,2017 Porsche 911,2017,911,Carrera,539,111946,Manual,,Racing Yellow
,2017-03-08,WP0AA2A9XHS107406,"2017 Porsche 911 Carrera MSRP: $108,435 Advertised Price: Call For Price",2017,911,Carrera,8,108435,Manual,,
,2017-03-08,WP0AB2A94HS123954,"2017 Porsche 911 Carrera S MSRP: $127,395 Advertised Price: Call For Price",2017,911,Carrera S,11,127395,Manual,,
,2017-03-15,WP0AA2A98HS107789,2017 Porsche 911 CARRERA COUPE Coupe,2017,911,Carrera,10,107300,Manual,,
,2017-03-15,WP0AB2A9XHS124235,2017 Porsche 911 CARRERA COUPE Coupe,2017,911,Carrera S,157,137905,Manual,,
2017-02-28,2017-03-19,WP0AA2A92FS106232,2015 Porsche 911 Carrera Coupe,2015,911,Carrera,18123,75495,Manual,black,rhodium silver metallic
,2017-03-29,WP0CB2A91HS155897,New 2017 Porsche 911 Carrera S Cabriolet,2017,911,Carrera S,58,139729,Manual,black,yellow
,2017-03-30,WP0AA2A92HS107853,2017 Porsche 911,2017,911,Carrera,5,104940,Manual,,black
2017-03-29,2017-03-30,WP0AA2A92HS107853,2017 Porsche 911,2017,911,Carrera,5,104940,Manual,,black
2013-11-09,2017-03-30,WP0CB2A9XCS754452,2012 Porsche 911 Carrera GTS Cabriolet Coupe,2012,911,Carrera GTS,10516,78500,Manual,carrera red,basalt black metallic
,2017-04-02,WP0AA2A99GS106360,2016 Porsche 911 Carrera 4 Coupe,2016,911,Carrera,3344,96900,Manual,espresso,lava orange
,2017-04-05,WP0CB2A92HS155679,2017 Porsche 911 CARRERA CABRIOLET Convertible,2017,911,Carrera S,11,144865,Manual,,0q/white
,2017-04-11,WP0AF2A99GS187149,2016 Porsche 911,2016,911,GT3 RS,2300,242500,Manual,,white
,2017-04-12,WP0AA2A94GS106654,Used 2016 Porsche 911 2dr Cpe Carrera,2016,911,Carrera,1707,84975,Manual,,black
,2017-04-13,WP0AA2A9XHS106238,New 2017 Porsche 911 Carrera Coupe,2017,911,Carrera,106238,109245,Manual,black,silver metallic
,2017-04-13,WP0CA2A95HS141259,New 2017 Porsche 911 Carrera Cabriolet,2017,911,Carrera,141259,120185,Manual,luxor beige,jet black metallic
,2017-04-13,WP0CB2A94HS154338,New 2017 Porsche 911 Carrera S Cabriolet,2017,911,Carrera S,154338,135550,Manual,luxor beige,guards red
,2017-04-13,WP0CB2A99HS154271,New 2017 Porsche 911 Carrera S Cabriolet,2017,911,Carrera S,154271,137035,Manual,black,white
,2017-04-21,WP0AA2A97HS106388,New 2017 Porsche 911 Carrera,2017,911,Carrera,183,113140,Manual,black,guards red
2016-04-22,2017-04-22,WP0CA2A96ES140925,2014 Porsche 911,2014,911,Carrera,46351,66850,Manual,black,black
,2017-05-04,WP0AD2A97ES166173,2014 Porsche 911 Turbo S Coupe,2014,911,Turbo S,16823,136995,Manual,black,basalt black metallic
,2017-05-04,WP0CA2A96CS740129,"2012 Porsche 911 4 PDK~Navi ~Lipstick Red!! V AWD WideBody $118,255 MSRP!!",2012,911,Carrera,41248,52995,Manual,carrera red,carrara white
2014-01-10,2017-05-04,WP0CB2A95ES155140,2014 Porsche 911 Carrera 4S Cabriolet,2014,911,Carrera S,15983,94995,Manual,espresso/cognac,white
,2017-05-04,WP0CB2A97DS155462,2013 Porsche 911 Carrera S Cabriolet,2013,911,Carrera S,23711,79995,Manual,black,guards red
,2017-05-06,WP0AA2A97HS106116,2017 Porsche 911 Carrera,2017,911,Carrera,2705,112000,Manual,leather interior in black,racing yellow
,2017-05-06,WP0AC2A94ES183256,2014 Porsche 911 GT3 Coupe,2014,911,GT3,18000,124920,Manual,black,white
,2017-05-07,WP0AA2A97HS106911,2017 Porsche 911 Carrera,2017,911,Carrera,833,89991,Manual,black,racing yellow
,2017-05-09,WP0AB2A90HS124390,2017 Porsche 911 Carrera 4S Coupe,2017,911,Carrera S,10,149830,Manual,black,gt silver metallic
,2017-05-09,WP0AB2A90HS124406,2017 Porsche 911 Carrera S Coupe,2017,911,Carrera S,9,135395,Manual,black/luxor beige,night blue metallic
,2017-05-09,WP0AB2A99HS123934,2017 Porsche 911 Carrera S Coupe,2017,911,Carrera S,8,130800,Manual,black,jet black metallic
,2017-05-09,WP0AB2A9XHS123327,2017 Porsche 911 Carrera S Coupe,2017,911,Carrera S,14,161950,Manual,black,voodoo blue
,2017-05-09,WP0CB2A96HS155748,2017 Porsche 911 Carrera S Convertible,2017,911,Carrera S,10,142440,Manual,graphite blue/chalk,night blue metallic
,2017-05-10,WP0AB2A9XHS124770,2017 Porsche 911 Carrera 4S Coupe,2017,911,Carrera S,10,142490,Manual,black,agate grey metallic
,2017-05-10,WP0CA2A98HS141627,2017 Porsche 911 Carrera Roadster,2017,911,Carrera,3797,105900,Manual,,black
,2017-05-10,WP0CB2A90DS154458,"2013 Porsche 911 S in Warrensville Heights, Ohio",2013,911,Carrera S,17615,84900,Manual,black,white
,2017-05-12,WP0AD2A90HS167492,New 2017 Porsche 911 Turbo S Coupe,2017,911,Turbo S,6,210249,Manual,espresso,carrara white
,2017-05-12,WP0AF2A91GS192510,2016 Porsche 911 GT3 RS Coupe,2016,911,GT3 RS,41,239995,Manual,black,gt silver metallic
2016-01-29,2017-05-12,WP0CB2A95GS154363,2016 Porsche 911 Carrera Convertible,2016,911,Carrera S,44,109900,Manual,black,carrara white metallic
,2017-05-13,WP0CD2A97ES173536,"2014 Porsche 911 Turbo S Cabriolet in Warrensville Heights, Ohio",2014,911,Turbo S,6431,154900,Manual,carrera red,white
,2017-05-14,WP0AC2A9XES183407,2014 Porsche 911 GT3 Coupe,2014,911,GT3,1168,148888,Manual,black,basalt black metallic
,2017-05-14,WP0CA2A96HS142422,New 2017 Porsche 911 Carrera,2017,911,Carrera,6,117625,Automatic,cabrio roof black,jet black metallic
2016-01-28,2017-05-15,WP0AC2A93ES183622,2014 Porsche 911 GT3 Coupe,2014,911,GT3,3012,149995,Manual,black,white
2016-08-22,2017-05-15,WP0AC2A9XES183598,2014 Porsche 911 GT3,2014,911,GT3,22113,136988,Manual,,
,2017-05-16,WP0AB2A94FS110098,2015 Porsche 911 4S,2015,911,Carrera S,16553,79999,Automatic,luxor beige,anthracite brown
,2017-05-18,WP0AB2A94HS122108,2017 Porsche 911 Coupe,2017,911,Carrera S,788,126990,Automatic,brown,jet black metallic
,2017-05-18,WP0AB2A95HS123932,2017 Porsche 911 Carrera 4S Coupe,2017,911,Carrera S,12,137060,Manual,black,jet black metallic
,2017-05-18,WP0AB2A9XHS124848,"2017 Porsche 911 Carrera 4S MSRP: $135,995 Advertised Price: Call For Price",2017,911,Carrera S,10,135995,Manual,,
2017-03-01,2017-05-18,WP0AD2A96ES166780,2014 Porsche 911 Coupe,2014,911,Turbo S,29581,113995,Manual,black,black
,2017-05-18,WP0AF2A98GS192729,2016 Porsche 911 GT3 RS Coupe,2016,911,GT3 RS,1312,219998,Manual,BLACK/LAVA ORANGE,lava orange
,2017-05-18,WP0CB2A93CS754647,2012 Porsche 911 Carrera S Cabriolet,2012,911,Carrera S,27505,67995,Manual,black,platinum silver blac
,2017-05-19,WP0AB2A9XGS123374,2016 Porsche 911 Carrera Coupe,2016,911,Carrera GTS,6322,132895,Manual,black,lava orange
,2017-05-19,WP0AB2A9XGS123374,2016 Porsche 911 Carrera Coupe,2016,911,Carrera GTS,4799,132788,Manual,black,lava orange
,2017-05-19,WP0AC2A92FS184259,2015 Porsche 911 GT3,2015,911,GT3,3576,169997,Manual,black,riviera blue
,2017-05-19,WP0AC2A93ES183622,2014 Porsche 911 GT3,2014,911,GT3,3012,149995,Manual,black,white
,2017-05-19,WP0AC2A96GS184122,2016 Porsche 911 GT3 2dr Cpe,2016,911,GT3,5936,152994,Manual,black,orange
2017-05-19,2017-05-19,WP0AC2A99ES183396,2014 Porsche 911 GT3 Coupe,2014,911,GT3,7100,142888,Manual,black,white
,2017-05-19,WP0AD2A94FS160090,2015 Porsche 911 Coupe,2015,911,Turbo S,6353,141888,Automatic,gray,silver
,2017-05-19,WP0AD2A94FS160090,Used 2015 Porsche 911 2dr Cpe Turbo,2015,911,Turbo S,2252,141888,Automatic,gray,silver
,2017-05-19,WP0AF2A98GS192729,2016 Porsche 911 GT3 RS Coupe,2016,911,GT3 RS,1312,219998,Manual,black/lava orange,lava orange
2017-03-02,2017-05-19,WP0BB2A93GS136519,2016 Porsche 911 Targa 4S Coupe,2016,911,Targa 4S,3638,129590,Automatic,black/garnet red,white
,2017-05-19,WP0CA2A9XFS141254,2015 Porsche 911 Carrera,2015,911,Carrera,23235,80795,Manual,black,jet black
,2017-05-19,WP0CA2A9XFS141254,2015 Porsche 911 Carrera,2015,911,Carrera,23235,80998,Manual,black,jet black
,2017-05-19,WP0CB2A93CS754647,2012 Porsche 911 Carrera S Cabriolet,2012,911,Carrera S,27505,67995,Manual,black,platinum silver blac
,2017-05-19,WP0CB2A95GS154413,2016 Porsche 911 Carrera 4S Convertible,2016,911,Carrera S,7218,123990,Automatic,luxor beige,jet black metallic
,2017-05-19,WP0CB2A98HS154469,2017 Porsche 911 Carrera 4S,2017,911,Carrera S,10699,133995,Manual,espresso/cognac,gt silver
,2017-05-19,WP0CB2A98HS154617,New 2017 Porsche 911 Carrera S,2017,911,Carrera S,11,142010,Manual,black,carmine red
,2017-05-19,WP0CB2A99HS155615,New 2017 Porsche 911 Carrera S,2017,911,Carrera S,9,141260,Manual,black,graphite blue metallic
,2017-05-20,WP0AA2A95DS106447,2013 Porsche 911 Carrera 2dr Coupe,2013,911,Carrera,38563,58500,Manual,black,gray
,2017-05-20,WP0AD2A90GS166468,2016 Porsche 911 Turbo Coupe,2016,911,Turbo,14777,136000,Manual,black/garnet red,rhodium silver metallic
2017-05-23,2017-05-24,WP0CB2A96CS154835,2012 Porsche 911 Cabriolet,2012,911,Carrera S,30904,70900,Manual,black,black
,2017-05-25,WP0AB2A92HS122236,2017 Porsche 911 Carrera 4S,2017,911,Carrera S,593,125395,Manual,agate grey,racing yellow
,2017-05-25,WP0AB2A94HS122190,2017 Porsche 911 Carrera S,2017,911,Carrera S,15,135390,Manual,leather interior in black,miami blue
,2017-05-25,WP0AB2A95HS122344,2017 Porsche 911 Carrera Coupe,2017,911,Carrera S,864,129950,Manual,black,jet black metallic
,2017-05-25,WP0AB2A96HS124507,2017 Porsche 911 Carrera 4S,2017,911,Carrera S,0,145295,Automatic,leather interior in black,jet black metallic
,2017-05-25,WP0AB2A98CS720937,2012 Porsche 911 Carrera 4S Coupe,2012,911,Carrera S,36528,69880,Manual,carrera red natural leather,carrera white
,2017-05-25,WP0AC2A90FS184101,2015 Porsche 911 GT3,2015,911,GT3,3690,157695,Manual,,white
2014-01-21,2017-05-25,WP0AD2A94ES166289,2014 Porsche 911 Turbo S,2014,911,Turbo S,17068,117900,Manual,,Rhodium Silver Metallic
2017-05-25,2017-05-25,WP0CA2A92CS793104,Used 2012 Porsche 911 Black Edition Cabriolet,2012,911,Carrera,38019,52999,Manual,black,black
,2017-05-25,WP0CA2A92HS142711,2017 Porsche 911 Carrera Cabriolet,2017,911,Carrera,0,124335,Manual,leather interior in graphite blue,gt silver metallic
,2017-05-25,WP0CA2A97HS142283,2017 Porsche 911 Carrera Cabriolet,2017,911,Carrera,0,123190,Manual,leather interior in graphite blue/chalk,carrara white metallic
,2017-05-25,WP0CA2A98HS142454,2017 Porsche 911 Carrera Cabriolet,2017,911,Carrera,0,124100,Manual,leather interior in saddle brown,carrara white metallic
,2017-05-25,WP0CB2A90HS156104,2017 Porsche 911 Carrera 4S Cabriolet,2017,911,Carrera S,0,150270,Manual,leather interior in black,agate grey metallic
,2017-05-25,WP0CB2A91HS155687,2017 Porsche 911 Carrera S Cabriolet,2017,911,Carrera S,0,143515,Manual,leather interior in black/luxor beige,carrara white metallic
,2017-05-25,WP0CB2A98HS154102,2017 Porsche 911 Carrera 4S Cabriolet,2017,911,Carrera S,7745,119800,Manual,luxor beige,guards red
,2017-05-25,WP0CB2A98HS154102,2017 Porsche 911 Carrera 4S Cabriolet,2017,911,Carrera S,7745,117600,Manual,luxor beige,guards red
,2017-05-25,WP0CB2A98HS154617,2017 Porsche 911 Carrera S Cabriolet,2017,911,Carrera S,0,142010,Manual,standard interior in black,carmine red
,2017-05-25,WP0CB2A99HS155601,2017 Porsche 911 Carrera S Cabriolet,2017,911,Carrera S,0,143875,Manual,leather interior in black/luxor beige,jet black metallic
,2017-05-25,WP0CB2A99HS155615,2017 Porsche 911 Carrera S Cabriolet,2017,911,Carrera S,0,141260,Manual,leather interior in black,graphite blue metallic
,2017-05-25,WP0CB2A9XHS155591,2017 Porsche 911 Carrera S Cabriolet,2017,911,Carrera S,0,137505,Manual,standard interior in black,night blue metallic
,2017-05-25,WP0CB2A9XHS156272,2017 Porsche 911 Carrera S Cabriolet,2017,911,Carrera S,0,138340,Manual,standard interior in black,guards red
2017-05-26,2017-05-26,WP0BB2A93HS136876,2017 Porsche 911 Targa 4S,2017,911,Targa 4S,0,175990,Manual,leather interior in graphite blue/chalk,miami blue
2017-05-25,2017-05-26,WP0CA2A99HS141345,"2017 Porsche 911 Carrera Cabriolet in Warrensville Heights, Ohio",2017,911,Carrera,344,119900,Manual,graphite blue/chalk,miami blue
,2017-05-27,WP0AB2A91HS122566,2017 Porsche 911 Carrera S Coupe,2017,911,Carrera S,6402,120802,Manual,,graphite blue metallic
,2017-05-27,WP0AB2A92HS122236,2017 Porsche 911 Carrera 4S,2017,911,Carrera S,593,125395,Manual,agate grey,racing yellow
,2017-05-27,WP0AC2A93ES183622,2014 Porsche 911 GT3,2014,911,GT3,3012,149995,Manual,black,white
,2017-05-27,WP0AD2A92GS166455,2016 Porsche 911 Turbo S,2016,911,Turbo S,7781,158944,Manual,black,jet black metallic
,2017-05-27,WP0CB2A97HS156231,2017 Porsche 911 Carrera 4S,2017,911,Carrera S,5,152910,Manual,,black
,2017-05-27,WP0CB2A98HS154469,2017 Porsche 911 Carrera 4S,2017,911,Carrera S,10699,126995,Manual,espresso/cognac,gt silver
,2017-05-28,WP0AD2A92GS166455,2016 Porsche 911 Turbo S,2016,911,Turbo S,7781,158944,Manual,black,jet black metallic
,2017-05-29,WP0AC2A97FS184001,2015 Porsche 911,2015,911,GT3,1070,169900,Automatic,black,jet black metallic
2014-06-16,2017-05-29,WP0AD2A91ES167786,2014 Porsche 911 Turbo S Coupe,2014,911,Turbo S,23717,126900,Manual,brown,black
,2017-05-29,WP0CD2A90HS178615,2017 Porsche 911,2017,911,Turbo,1173,189900,Manual,,agate gray metallic
,2017-05-30,WP0AB2A90DS121788,2013 Porsche 911 S Coupe,2013,911,Carrera S,2542,85985,Manual,,absolutely like new
,2017-06-02,WP0CA2A94HS141513,2017 Porsche 911 Carrera,2017,911,Carrera,1214,103000,Manual,luxor beige,
,2017-06-03,WP0AB2A92FS110343,2015 Porsche 911 Carrera S Coupe,2015,911,Carrera S,16201,89994,Manual,black,agate gray
2013-07-16,2017-06-03,WP0AD2A91DS766167,2013 Porsche 911 S Turbo Coupe,2013,911,Turbo S,14492,107745,Automatic,black,black
,2017-06-04,WP0AB2A96HS124927,"2017 Porsche 911 Carrera GTS MSRP: $146,880 Advertised Price: Call For Price",2017,911,Carrera GTS,8,146880,Manual,,
,2017-06-04,WP0CB2A96HS156401,2017 Porsche 911 Carrera S Cabriolet,2017,911,Carrera S,0,141760,Manual,leather interior in black/bordeaux red,agate grey metallic
,2017-06-05,WP0AD2A92GS166455,2016 Porsche 911 Turbo S Coupe,2016,911,Turbo S,7781,158944,Manual,black,jet black metallic
2017-06-05,2017-06-05,WP0CA2A93FS141029,2015 Porsche 911,2015,911,Carrera,5297,82900,Manual,,rhodium silver metallic
2017-06-05,2017-06-05,WP0CA2A93FS141029,2015 Porsche 911,2015,911,Carrera,5297,91900,Manual,,rhodium silver metallic
,2017-06-06,WP0AD2A94FS160090,Used 2015 Porsche 911 2dr Car,2015,911,Turbo S,6353,141888,Automatic,gray,silver
,2017-06-06,WP0BB2A93GS136519,2016 Porsche 911 4S,2016,911,Targa 4S,3638,129590,Automatic,black/garnet red,
,2017-06-07,WP0AB2A91FS125304,2015 Porsche 911 Carrera S None,2015,911,Carrera S,10068,90452,Manual,black,red
,2017-06-07,WP0AB2A94FS124275,Pre-Owned 2015 Porsche 911 Carrera S,2015,911,Carrera S,20147,81000,Manual,black,silver
,2017-06-07,WP0AB2A97ES123118,2014 Porsche 911 S,2014,911,Carrera S,5114,85898,Manual,luxor beige,black
,2017-06-07,WP0AD2A92GS166455,2016 Porsche 911 Turbo S,2016,911,Turbo S,7781,158944,Manual,black,jet black metallic
,2017-06-07,WP0AD2A9XES166216,2014 Porsche 911 Turbo S,2014,911,Turbo S,32388,126995,Manual,carrera red,gt silver
,2017-06-07,WP0AF2A99GS193114,2016 Porsche 911 GT3 RS Coupe,2016,911,GT3 RS,66,242888,Manual,black,silver
,2017-06-07,WP0CA2A90CS740143,2012 Porsche 911,2012,911,Carrera,32132,58650,Manual,,black
,2017-06-07,WP0CD2A90HS178615,2017 Porsche 911,2017,911,Turbo,1173,192900,Manual,espresso/cognac,agate gray metallic
,2017-06-07,WP0CD2A90HS178615,2017 Porsche 911,2017,911,Turbo,1173,194900,Manual,espresso/cognac,agate gray metallic
,2017-06-07,WP0CD2A90HS178615,2017 Porsche 911,2017,911,Turbo,1173,184900,Manual,espresso/cognac,agate gray metallic
,2017-06-07,WP0CD2A97HS178532,2017 Porsche 911 Turbo,2017,911,Turbo,717,169544,Manual,black,gt silver metallic
,2017-06-07,WP0CD2A97HS178532,2017 Porsche 911 Turbo,2017,911,Turbo,717,173444,Manual,black,gt silver metallic
2017-06-08,2017-06-08,WP0AA2A9XCS106328,2012 Porsche 911,2012,911,Carrera,25513,63900,Manual,black,lime gold metallic
,2017-06-08,WP0AB2A90HS124423,"2017 Porsche 911 Carrera S MSRP: $133,115 Advertised Price: Call For Price",2017,911,Carrera S,9,133115,Manual,,
2017-06-08,2017-06-08,WP0CA2A91DS140958,2013 Porsche 911 Cabriolet | Navigation | Rear Camera | 7-Spd Manual,2013,911,Carrera,13506,68599,Manual,black,black
2016-05-22,2017-06-08,WP0CA2A94HS141575,2017 Porsche 911,2017,911,Carrera,9,109810,Manual,,Black
,2017-06-09,WP0AA2A99HS108370,2017 Porsche 911 Carrera RWD,2017,911,Carrera,10,114230,Manual,graphite blue/chalk,gt silver metallic
2015-12-29,2017-06-09,WP0AB2A9XGS122662,2016 Porsche 911 GTS,2016,911,Carrera GTS,5192,118898,Manual,black,lava orange
,2017-06-09,WP0CA2A9XFS141254,Used 2015 Porsche 911 Carrera,2015,911,Carrera,23235,80998,Manual,black,jet black metallic
,2017-06-09,WP0CB2A9XHS156272,New 2017 Porsche 911 Carrera S,2017,911,Carrera S,12,138340,Manual,black,guards red
2016-04-14,2017-06-11,WP0AB2A91HS122552,2017 Porsche 911 Carrera 4S Coupe,2017,911,Carrera S,13317,109491,Manual,black,miami blue
,2017-06-11,WP0CA2A9XFS141254,2015 Porsche 911 Carrera,2015,911,Carrera,23235,80795,Manual,black,jet black
,2017-06-12,WP0CD2A97HS178532,2017 Porsche 911 Turbo Turbo Cabriolet,2017,911,Turbo,6336,169544,Manual,black,gt silver metallic
,2017-06-12,WP0CD2A97HS178532,2017 Porsche 911 Turbo Turbo Cabriolet,2017,911,Turbo,717,173444,Manual,black,gt silver metallic
,2017-06-13,WP0AA2A90DS107103,2013 Porsche 911,2013,911,Carrera,28853,61000,Manual,,white
,2017-06-13,WP0AA2A99HS106084,2017 Porsche 911 Carrera Coupe Coupe,2017,911,Carrera,5497,83974,Manual,black,blue
,2017-06-13,WP0AB2A90DS121788,2013 Porsche 911 S,2013,911,Carrera S,2542,85985,Manual,,absolutely like new
,2017-06-13,WP0AB2A96FS110281,2015 Porsche 911 4S,2015,911,Carrera S,13101,99995,Manual,black,jet black metallic
,2017-06-13,WP0CB2A94DS155502,2013 Porsche 911,2013,911,Carrera S,35795,75000,Manual,,red
,2017-06-14,WP0AA2A95ES107843,2014 Porsche 911,2014,911,Carrera,20087,69991,Manual,,rhodium silver metallic
,2017-06-15,WP0AB2A9XES122920,2014 Porsche 911 Carrera 4S,2014,911,Carrera 4S,1453,99991,Manual,,
,2017-06-15,WP0AC2A91FS183992,2015 Porsche 911 2dr Cpe GT3,2015,911,GT3,9645,139999,Manual,black,
,2017-06-15,WP0CA2A91HS141548,2017 Porsche 911,2017,911,Carrera,3914,114954,Manual,,Night Blue
,2017-06-15,WP0CA2A91HS141548,2017 Porsche 911 Carrera Convertible,2017,911,Carrera,3914,114954,Manual,,night blue
,2017-06-15,WP0CA2A99CS792113,2012 PORSCHE 911 Cabriolet Carrera Black Edition,2012,911,Carrera,46150,54000,Manual,black,black
,2017-06-16,WP0AB2A92HS123466,2017 Porsche 911 Coupe,2017,911,Carrera S,2902,112826,Manual,,gray
,2017-06-16,WP0AB2A98ES121796,2014 Porsche 911,2014,911,Carrera S,18954,83900,Manual,,anthracite brown metallic
2014-10-15,2017-06-16,WP0AD2A96FS166134,"2015 Porsche 911 Turbo Coupe 991 | MESA, AZ | JBA MOTORS",2015,911,Turbo,28935,112950,Manual,,
2017-06-16,2017-06-16,WP0CA2A96HS142632,2017 Porsche 911,2017,911,Carrera,7,120735,Manual,,white
,2017-06-17,WP0AB2A98ES121796,2014 Porsche 911,2014,911,Carrera S,18954,83900,Manual,espresso,anthracite brown metallic
,2017-06-17,WP0AC2A95ES183153,2014 Porsche 911 GT3 Coupe,2014,911,GT3,12735,134995,Manual,,agate gray
,2017-06-17,WP0AD2A9XES166667,2014 Porsche 911 Turbo,2014,911,Turbo,29188,122845,Manual,yachting blue,white
,2017-06-17,WP0AD2A9XES166667,2014 Porsche 911 Turbo Coupe,2014,911,Turbo,29188,122700,Manual,$item.interiorcolor,white
,2017-06-17,WP0AD2A9XES166667,2014 Porsche 911 Turbo,2014,911,Turbo,29188,121995,Manual,yachting blue,white
2017-06-03,2017-06-17,WP0CD2A92FS172215,2015 Porsche 911 Turbo Convertible,2015,911,Turbo,46233,118800,Automatic,black/garnet red,agate gray metallic
,2017-06-18,WP0AB2A98DS121392,2013 Porsche 911 S 2dr Cpe Carrera Coupe,2013,911,Carrera S,36578,75994,Manual,black,black
2016-01-28,2017-06-18,WP0AC2A92FS184200,2015 Porsche 911 GT3,2015,911,GT3,15358,152897,Manual,leather,gray
,2017-06-18,WP0AD2A91FS166638,2015 Porsche 911,2015,911,Turbo S,13868,143234,Manual,,Carrara White Metallic
,2017-06-18,WP0AF2A98GS192729,2016 Porsche 911 GT3 RS Coupe,2016,911,GT3 RS,1312,219998,Manual,Black/Lava Orange,lava orange
,2017-06-19,WP0AB2A92FS125831,2015 Porsche 911 GTS,2015,911,Carrera GTS,5025,119950,Manual,,rhodium silver metallic
2015-12-27,2017-06-19,WP0AD2A90GS166373,"2016 Porsche 911 Turbo S in Warrensville Heights, Ohio",2016,911,Turbo,8716,157900,Automatic,,blue
,2017-06-19,WP0AD2A92GS166455,2016 Porsche 911 2dr Cpe Turbo S,2016,911,Turbo S,7781,158944,Manual,,jet black metallic
2016-06-20,2017-06-19,WP0AD2A9XES166667,2014 Porsche 911 2dr Cpe Turbo,2014,911,Turbo,29188,121995,Manual,,white
,2017-06-19,WP0AF2A98GS192729,2016 Porsche 911 GT3 RS Coupe,2016,911,GT3 RS,1312,219998,Manual,Black/Lava Orange,lava orange
,2017-06-19,WP0AF2A98GS192729,2016 Porsche 911 GT3 RS Coupe,2016,911,GT3 RS,1312,219998,Manual,black/lava orange,lava orange
,2017-06-19,WP0AF2A99GS192691,2016 Porsche 911 GT3 RS,2016,911,GT3 RS,2890,264991,Manual,,ultraviolet
,2017-06-19,WP0CB2A91CS754484,2012 Porsche 911 GTS,2012,911,Carrera GTS,38752,74950,Manual,,black
,2017-06-19,WP0CD2A97HS178532,2017 Porsche 911 Turbo Cabriolet,2017,911,Turbo,6336,169544,Manual,,gt silver metallic
,2017-06-19,WP0CD2A97HS178532,2017 Porsche 911 Turbo Cabriolet,2017,911,Turbo,717,173444,Manual,,gt silver metallic
,2017-06-20,WP0AB2A90ES123249,Used 2014 Porsche 911 50th Anniversary Edition,2014,911,50th Anniversary Edition,5300,134850,Manual,gray,gray metallic
,2017-06-20,WP0AB2A92FS125831,2015 Porsche 911 GTS,2015,911,Carrera GTS,5025,119950,Manual,,rhodium silver metallic
,2017-06-20,WP0AB2A99FS110338,Certified 2015 Porsche 911 Carrera S,2015,911,Carrera S,13478,90995,Automatic,black,black
,2017-06-20,WP0AD2A92GS166455,2016 Porsche 911 2dr Cpe Turbo S,2016,911,Turbo S,7781,158944,Manual,,jet black metallic
,2017-06-20,WP0AD2A92GS166455,2016 Porsche 911 Turbo S,2016,911,Turbo S,7781,158944,Manual,black,jet black metallic
,2017-06-20,WP0AD2A92GS166455,2016 Porsche 911 Turbo S Coupe,2016,911,Turbo S,7781,158944,Manual,BLACK,jet black metallic
,2017-06-20,WP0AD2A9XES166667,2014 Porsche 911 2dr Cpe Turbo,2014,911,Turbo,29188,121995,Manual,,white
